Track_id,Gene_Name,Locus,Strand,Gene_Type,Metric,Dataset,GDM001,GDM002,GDM003,GDM004,NEG001,NEG002,NEG003,NEG004
ENSG00000121892.14_3,PDS5A,chr4:39824483-39979576,-,protein_coding,FPKM,GSE158484,9.724281017,10.60932014,10.67277692,11.67058839,9.713272975,10.43925968,10.229123,11.46400069
ENSG00000121897.14_2,LIAS,chr4:39460207-39486729,+,protein_coding,FPKM,GSE158485,0.619186959,0.544087847,0.48145998,0.557920812,0.73208353,0.623989642,0.755183691,0.621061507
ENSG00000121898.12_3,CPXM2,chr10:125465723-125699783,-,protein_coding,FPKM,GSE158486,8.223996076,51.61123642,9.467503352,28.9668281,0.587018547,29.74557555,28.39264992,22.40066894
ENSG00000121900.18_2,TMEM54,chr1:33360195-33367039,-,protein_coding,FPKM,GSE158487,73.15180255,86.87073421,72.85803604,116.2409955,57.02190049,41.0528492,67.25516709,84.53216332
ENSG00000121903.14_2,ZSCAN20,chr1:33938246-33962107,+,protein_coding,FPKM,GSE158488,0.990633857,1.003286849,0.897882491,0.923476597,0.828694688,0.764192643,0.864764382,0.841763563
ENSG00000121931.15_2,LRIF1,chr1:111489807-111506701,-,protein_coding,FPKM,GSE158489,9.94436521,16.7410656,13.75618309,16.13630672,13.71055137,13.58083661,14.09803924,21.49016252
ENSG00000121933.18_3,TMIGD3,chr1:112025970-112106584,-,protein_coding,FPKM,GSE158490,2.325084869,1.381581201,3.1454405,1.595685851,2.996954408,2.590225376,2.26598389,1.428224105
ENSG00000121940.15_3,CLCC1,chr1:109472130-109506079,-,protein_coding,FPKM,GSE158491,3.619917667,2.36784904,5.430352312,2.594725388,3.002711992,6.620572282,3.427542855,4.427275591
ENSG00000121957.12_3,GPSM2,chr1:109417972-109477167,+,protein_coding,FPKM,GSE158492,1.970486513,2.058341432,1.776278893,2.262756405,2.289114396,2.070931849,2.024066042,1.632099616
ENSG00000121964.14_2,GTDC1,chr2:144695635-145090135,-,protein_coding,FPKM,GSE158493,0.581562891,0.299725616,0.634470592,0.496252791,1.070669593,0.843441611,0.782971808,0.549335452
ENSG00000121966.6_2,CXCR4,chr2:136871919-136875735,-,protein_coding,FPKM,GSE158494,8.35708905,3.372915404,9.41184146,6.157660594,15.89858214,11.78783509,11.65456708,6.399760749
ENSG00000121989.14_2,ACVR2A,chr2:148602086-148688395,+,protein_coding,FPKM,GSE158495,2.057765366,0.578290797,2.228203212,1.565766943,2.772528327,2.058565362,3.02466332,1.675542495
ENSG00000122008.15_3,POLK,chr5:74807581-74896969,+,protein_coding,FPKM,GSE158496,2.321921739,1.972189839,2.303858054,1.673231522,2.601116861,2.332791721,2.771859983,2.32716219
ENSG00000122026.10_2,RPL21,chr13:27825446-27830828,+,protein_coding,FPKM,GSE158497,125.2881266,138.0905397,141.65028,122.5909255,174.2701818,156.3178147,149.0706548,143.1178152
ENSG00000122033.14_2,MTIF3,chr13:28009780-28024728,-,protein_coding,FPKM,GSE158498,13.46001959,11.81977364,15.92966694,12.82095062,23.01959125,15.41640287,14.36918747,16.33714318
ENSG00000122034.14_3,GTF3A,chr13:27998681-28009960,+,protein_coding,FPKM,GSE158499,9.343982292,7.235909305,10.60268619,7.529079204,9.827308841,8.478447788,10.45758397,7.936127248
ENSG00000122035.6_2,RASL11A,chr13:27844464-27847827,+,protein_coding,FPKM,GSE158500,1.710570631,0.471902026,1.446804068,1.026794265,1.881794076,2.35158203,3.843924743,1.777816502
ENSG00000122042.9_2,UBL3,chr13:30338508-30424821,-,protein_coding,FPKM,GSE158501,7.846042,8.120576,13.692585,10.393037,9.767849,9.462887,8.536192,9.859455
ENSG00000122068.12_2,FYTTD1,chr3:197464050-197514467,+,protein_coding,FPKM,GSE158502,9.217876257,10.59434577,2.812769491,10.04118957,8.738170702,9.87377962,11.49743088,9.037332779
ENSG00000122085.16_3,MTERF4,chr2:242011584-242041747,-,protein_coding,FPKM,GSE158503,1.180841096,0.868219374,1.107862266,0.738082245,1.837046118,1.682223095,1.609853381,1.276911129
ENSG00000122121.10_2,XPNPEP2,chrX:128872950-128903514,+,protein_coding,FPKM,GSE158504,1.287614388,1.412141659,1.381013721,0.814687325,1.375815768,1.103475693,0.685661074,2.048344611
ENSG00000122122.9_3,SASH3,chrX:128913955-128929177,+,protein_coding,FPKM,GSE158505,2.514110838,1.748212606,3.644073523,1.481495692,2.745096157,2.554928075,2.193211156,1.806999687
ENSG00000122126.15_3,OCRL,chrX:128673826-128726538,+,protein_coding,FPKM,GSE158506,7.659611457,8.694072032,6.56998859,6.552099049,5.59633684,5.477954304,6.482593395,7.92009476
ENSG00000122133.16_3,PAEP,chr9:138453602-138458801,+,protein_coding,FPKM,GSE158507,0.577836569,0.358250614,57.74978903,25.46200255,0,0.10834551,1.049727572,0.188481062
ENSG00000122140.10_3,MRPS2,chr9:138391830-138396519,+,protein_coding,FPKM,GSE158508,7.97872411,7.357812807,6.926873458,6.691488756,8.215518577,6.243978373,7.11148184,7.486289122
ENSG00000122176.10_2,FMOD,chr1:203309756-203320617,-,protein_coding,FPKM,GSE158509,7.861798273,5.338313,12.74055,4.060597,20.57156541,21.12707655,10.58944797,11.76582977
ENSG00000122203.14_2,KIAA1191,chr5:175773064-175788971,-,protein_coding,FPKM,GSE158510,10.84248423,6.681791924,10.64609408,11.47905755,11.22355315,7.874009051,7.408366695,11.05062088
ENSG00000122218.14_2,COPA,chr1:160259063-160313190,-,protein_coding,FPKM,GSE158511,26.64031886,25.14537728,25.66027182,23.81737505,21.43083309,25.69472105,26.46436296,26.22894129
ENSG00000122257.18_3,RBBP6,chr16:24549014-24584184,+,protein_coding,FPKM,GSE158512,38.26926722,38.34003968,43.86340733,50.28159557,45.92980415,30.48447022,34.62586979,35.45780732
ENSG00000122299.11_2,ZC3H7A,chr16:11844442-11891123,-,protein_coding,FPKM,GSE158513,7.734959108,5.729303558,6.533936717,5.925818551,6.60069966,6.134200678,6.589990268,6.041096428
ENSG00000122335.13_2,SERAC1,chr6:158530547-158589302,-,protein_coding,FPKM,GSE158514,0.63504242,0.429867771,0.586172635,0.640077344,0.847598818,0.555038402,0.603298902,0.718674526
ENSG00000122359.17_3,ANXA11,chr10:81910645-81965328,-,protein_coding,FPKM,GSE158515,18.16106443,14.78236731,14.9690508,15.79463659,14.26866612,19.28335177,16.34081388,16.99396691
ENSG00000122376.11_3,FAM35A,chr10:88853918-88951225,+,protein_coding,FPKM,GSE158516,3.809366085,2.608191156,5.009639512,3.466018209,5.143724909,4.426141646,4.19235685,4.13480205
ENSG00000122378.13_2,FAM213A,chr10:82167585-82196871,+,protein_coding,FPKM,GSE158517,5.214647341,7.789330405,7.909916314,8.405285509,7.646340762,6.958730747,12.75194748,6.335586215
ENSG00000122386.10_2,ZNF205,chr16:3162561-3170518,+,protein_coding,FPKM,GSE158518,3.923368724,3.515042597,4.263097395,3.238074696,3.609425013,3.234122933,1.765340089,2.05393056
ENSG00000122390.17_3,NAA60,chr16:3493611-3536963,+,protein_coding,FPKM,GSE158519,4.4592448,5.989067157,6.11295492,3.727001009,5.192323965,5.248196852,6.071598076,6.356468122
ENSG00000122406.12_2,RPL5,chr1:93297582-93307481,+,protein_coding,FPKM,GSE158520,100.435186,94.10402496,112.9182395,90.1478188,128.4576512,121.5211724,115.6235899,107.5578806
ENSG00000122417.15_4,ODF2L,chr1:86812507-86862025,-,protein_coding,FPKM,GSE158521,1.06167564,0.730280746,1.131541559,0.91665329,1.643933264,1.154322592,0.959179717,1.141255238
ENSG00000122420.9_3,PTGFR,chr1:78769568-79005434,+,protein_coding,FPKM,GSE158522,2.0527301,1.813772696,0.879883188,0.576554383,3.222798157,3.759036154,2.719256817,2.101998031
ENSG00000122435.9_2,TRMT13,chr1:100598706-100616053,+,protein_coding,FPKM,GSE158523,4.959199015,4.869396396,5.974152229,5.751818995,5.803264081,5.205513074,5.398938986,5.038391162
ENSG00000122477.12_2,LRRC39,chr1:100614005-100643829,-,protein_coding,FPKM,GSE158524,1.027639371,0.567705723,1.784539883,0.53495993,2.344186487,1.971937943,1.319578314,1.20293904
ENSG00000122481.16_3,RWDD3,chr1:95699711-95712781,+,protein_coding,FPKM,GSE158525,4.375400638,3.73890562,3.85790138,3.997111418,8.164376746,6.189787543,5.04698538,5.660183751
ENSG00000122482.20_2,ZNF644,chr1:91380855-91487829,-,protein_coding,FPKM,GSE158526,4.368236766,4.964000938,4.764861102,4.606193468,4.907361343,5.019976693,4.91758199,5.679934816
ENSG00000122483.17_2,CCDC18,chr1:93645476-93744287,+,protein_coding,FPKM,GSE158527,0.47487806,0.482427605,0.627513835,0.476205581,1.067035009,0.473394859,0.513080631,0.53949562
ENSG00000122484.8_2,RPAP2,chr1:92764522-92867613,+,protein_coding,FPKM,GSE158528,1.041282937,1.130906305,1.24812595,1.175400566,1.270850763,1.193240611,1.196865357,1.25944022
ENSG00000122490.18_2,PQLC1,chr18:77662420-77711664,-,protein_coding,FPKM,GSE158529,2.007797374,2.173180719,2.399457699,1.34157653,2.662113736,1.730627082,2.464226557,2.388601937
ENSG00000122497.13,NBPF14,chr1:148003642-148025863,-,protein_coding,FPKM,GSE158530,11.8499101,10.19957654,12.5173426,13.69559164,10.82502754,10.73812268,10.82239584,11.21204568
ENSG00000122507.20_3,BBS9,chr7:33168856-33645680,+,protein_coding,FPKM,GSE158531,0.524159823,0.446992474,0.708770812,0.67508928,1.34743708,0.889861295,0.960179127,0.622781236
ENSG00000122512.14_2,PMS2,chr7:6012870-6048756,-,protein_coding,FPKM,GSE158532,6.279925094,8.422329021,4.860451502,4.606050634,4.283575655,7.857699305,5.404636102,8.510040121
ENSG00000122515.14_3,ZMIZ2,chr7:44788180-44809480,+,protein_coding,FPKM,GSE158533,5.213793584,2.149492846,3.388759423,3.936000779,4.997512676,3.521988738,3.991141232,2.468965568
ENSG00000122545.18_3,SEPT7,chr7:35840542-35946715,+,protein_coding,FPKM,GSE158534,11.17519835,9.976796205,13.43584821,10.56915318,14.40065792,14.84083094,15.99950383,14.16338439
ENSG00000122547.10_2,EEPD1,chr7:36192758-36341152,+,protein_coding,FPKM,GSE158535,0.420472268,0.282544305,0.926287076,0.477970966,0.517780749,0.590340884,1.379892276,0.479606793
ENSG00000122550.17_3,KLHL7,chr7:23145377-23217533,+,protein_coding,FPKM,GSE158536,1.375457703,0.869571812,1.153822658,0.722026779,0.944283443,1.255743993,0.972859758,1.283018855
ENSG00000122557.9_3,HERPUD2,chr7:35672269-35735181,-,protein_coding,FPKM,GSE158537,10.66221432,9.144624603,10.82023098,10.28439822,10.52787365,10.02184963,11.07199206,11.0664895
ENSG00000122565.18_2,CBX3,chr7:26240782-26252976,+,protein_coding,FPKM,GSE158538,15.33064318,15.23865021,16.31395802,14.02447258,16.6637889,16.55723279,14.33917144,15.75850575
ENSG00000122566.20_3,HNRNPA2B1,chr7:26229547-26241149,-,protein_coding,FPKM,GSE158539,62.8039379,62.18571447,58.14805777,63.81688128,78.10564478,67.06290673,60.81221498,63.15278358
ENSG00000122591.11_2,FAM126A,chr7:22928990-23053749,-,protein_coding,FPKM,GSE158540,4.144200133,5.426958278,3.286342326,3.902267051,4.321419687,4.325776876,3.681123689,3.501765941
ENSG00000122641.10_3,INHBA,chr7:41706766-41745432,-,protein_coding,FPKM,GSE158541,125.3674789,223.974524,161.6750628,129.004639,83.07988607,67.28266995,151.7441713,71.44584668
ENSG00000122642.10_2,FKBP9,chr7:32997016-33046543,+,protein_coding,FPKM,GSE158542,10.59345483,8.341805314,23.19788362,9.44429701,9.190895504,12.44398007,14.18811699,11.70352342
ENSG00000122643.18_3,NT5C3A,chr7:33053726-33102409,-,protein_coding,FPKM,GSE158543,3.704372415,4.563609232,4.353350352,2.51852684,6.071847208,2.526851047,5.042011088,2.434386132
ENSG00000122644.12_3,ARL4A,chr7:12726481-12730559,+,protein_coding,FPKM,GSE158544,3.529594556,5.69609937,2.495998413,3.118352097,6.864665553,6.482456518,8.377519997,6.753664512
ENSG00000122674.11_3,CCZ1,chr7:5938356-5966181,+,protein_coding,FPKM,GSE158545,4.938767759,3.913462251,5.110490812,5.650927558,7.374693441,7.20748897,5.75177049,5.438840352
ENSG00000122678.16_3,POLM,chr7:44111846-44122139,-,protein_coding,FPKM,GSE158546,1.859633558,2.149053483,2.780775131,1.751103441,4.379364818,1.925448049,2.247333795,1.984412453
ENSG00000122679.8_2,RAMP3,chr7:45197390-45225901,+,protein_coding,FPKM,GSE158547,1.012313705,0.856730113,1.370083781,4.771507247,5.386137893,6.338640412,6.456418934,1.924898247
ENSG00000122687.17_3,MRM2,chr7:2273866-2281833,-,protein_coding,FPKM,GSE158548,2.4139577,4.949373634,4.015637272,3.900180082,5.639206843,2.532592706,5.660594407,7.062805203
ENSG00000122691.12_3,TWIST1,chr7:19060614-19157295,-,protein_coding,FPKM,GSE158549,68.12062997,67.98164501,58.99027165,61.15385158,46.61940059,47.15316091,52.48069317,76.63127958
ENSG00000122692.8_3,SMU1,chr9:33041762-33076657,-,protein_coding,FPKM,GSE158550,6.952849,6.036783,5.996214,6.630434,6.4837,7.456102,7.499805,7.904525
ENSG00000122694.15_2,GLIPR2,chr9:36136533-36163910,+,protein_coding,FPKM,GSE158551,1.669025701,1.03862738,2.214879956,1.728239721,1.502458821,1.535837994,2.149622594,1.15559484
ENSG00000122696.13_3,SLC25A51,chr9:37879397-37904350,-,protein_coding,FPKM,GSE158552,2.85944004,3.245762176,2.481837316,2.145501435,2.35124071,3.061031894,2.428767107,3.239190525
ENSG00000122705.16_2,CLTA,chr9:36190853-36304778,+,protein_coding,FPKM,GSE158553,45.10105535,21.10292198,44.47116844,43.84096382,52.56890021,52.76612209,46.53825552,39.27038091
ENSG00000122707.11_2,RECK,chr9:36036430-36124448,+,protein_coding,FPKM,GSE158554,1.33325161,1.265768841,3.852725915,1.676429184,2.376026263,2.609922721,2.69320615,2.648374127
ENSG00000122729.18_2,ACO1,chr9:32384601-32454767,+,protein_coding,FPKM,GSE158555,6.830417555,5.445853053,4.339710981,4.456351487,5.499443741,7.90998164,5.076022491,7.022487949
ENSG00000122741.15_3,DCAF10,chr9:37800499-37867663,+,protein_coding,FPKM,GSE158556,3.776327081,3.514219847,3.769282612,3.769907574,4.596605631,3.918328232,3.564482532,4.013450163
ENSG00000122756.14_3,CNTFR,chr9:34551430-34590138,-,protein_coding,FPKM,GSE158557,0.441876961,0.695165304,1.846945995,0.373897535,1.692812333,1.016726382,0.597914501,1.08782537
ENSG00000122778.9_2,KIAA1549,chr7:138516126-138666064,-,protein_coding,FPKM,GSE158558,4.672834237,3.470158007,5.087541322,5.218709096,1.615740621,2.561302124,3.249149242,4.34595473
ENSG00000122779.17_3,TRIM24,chr7:138145079-138274738,+,protein_coding,FPKM,GSE158559,4.089164664,3.474378981,3.743479856,3.374024979,4.063402312,3.323108155,3.74417374,3.922519848
ENSG00000122783.16_2,C7orf49,chr7:134777115-134855547,-,protein_coding,FPKM,GSE158560,3.929047969,5.881217162,3.610295337,6.608319632,5.946198164,5.225769533,4.026758418,5.590641495
ENSG00000122786.19_3,CALD1,chr7:134429003-134655479,+,protein_coding,FPKM,GSE158561,29.64751159,21.02700354,35.84978724,27.52604309,46.40315519,45.32934436,52.20657678,41.13984608
ENSG00000122861.15_2,PLAU,chr10:75668935-75677255,+,protein_coding,FPKM,GSE158562,50.31092353,37.89268706,40.12613703,89.58037406,28.88396016,56.86854624,30.56364057,51.62037797
ENSG00000122862.4_2,SRGN,chr10:70847862-70864567,+,protein_coding,FPKM,GSE158563,57.7044838,44.61616059,79.02258366,62.06599621,93.79188971,78.62034766,87.0102272,53.77923518
ENSG00000122863.5_2,CHST3,chr10:73724123-73773322,+,protein_coding,FPKM,GSE158564,1.747321,1.038833,3.034615,1.860402,1.82795,2.203012,2.53242,1.870061
ENSG00000122870.11_3,BICC1,chr10:60272900-60591197,+,protein_coding,FPKM,GSE158565,0.311792457,0.19681579,0.732961374,0.289267362,0.609241898,0.600947302,0.463911444,0.398742358
ENSG00000122873.11_2,CISD1,chr10:60028818-60049346,+,protein_coding,FPKM,GSE158566,2.886026692,2.607082824,3.704523979,1.91684382,5.004730623,3.359154271,3.307140778,2.80967067
ENSG00000122877.15_3,EGR2,chr10:64571756-64679660,-,protein_coding,FPKM,GSE158567,0.405873397,0.09749345,0.158508417,0.041473958,3.000039757,0.548599681,0.09155745,0.051239636
ENSG00000122882.10_3,ECD,chr10:74889913-74928813,-,protein_coding,FPKM,GSE158568,6.972189832,6.41429895,5.868358474,5.662188052,6.723526595,7.838976709,7.863702295,7.216732127
ENSG00000122884.12_2,P4HA1,chr10:74766975-74856732,-,protein_coding,FPKM,GSE158569,10.01863277,9.815097992,20.22124291,11.16328023,10.97290363,11.89272906,14.60689346,13.06687446
ENSG00000122912.14_3,SLC25A16,chr10:70237756-70287231,-,protein_coding,FPKM,GSE158570,4.584781559,4.563139326,5.801397583,4.959045702,6.542380901,3.152001237,3.328068132,4.249483561
ENSG00000122952.16_3,ZWINT,chr10:58116989-58121036,-,protein_coding,FPKM,GSE158571,1.871738744,1.812715685,2.42701431,2.160421856,2.406273139,2.510976136,1.812135987,1.843792723
ENSG00000122958.14_2,VPS26A,chr10:70883268-70932617,+,protein_coding,FPKM,GSE158572,15.89792867,15.46273392,21.88739556,22.50847543,21.3980934,8.525213695,17.10148942,23.34664175
ENSG00000122965.10_3,RBM19,chr12:114254543-114404176,-,protein_coding,FPKM,GSE158573,4.665985012,3.976543669,3.848159975,4.119222259,4.376678795,3.934657857,4.134839807,3.626520674
ENSG00000122970.15_2,IFT81,chr12:110562140-110656602,+,protein_coding,FPKM,GSE158574,0.361473947,0.238007348,0.541180306,0.272097607,0.731759917,0.887560271,0.63407177,0.33370262
ENSG00000122971.8_2,ACADS,chr12:121163538-121177811,+,protein_coding,FPKM,GSE158575,6.116580505,6.273099277,6.104271172,6.325722125,7.335028918,6.400856309,6.118685299,6.818109475
ENSG00000122986.13_2,HVCN1,chr12:111065646-111142755,-,protein_coding,FPKM,GSE158576,1.265257114,0.53451072,1.41182145,0.4872806,1.037924527,1.178942898,1.691510357,0.968499856
ENSG00000123064.12_3,DDX54,chr12:113594979-113623284,-,protein_coding,FPKM,GSE158577,9.531084385,9.564525401,7.551582048,8.52456098,6.654939121,8.33293333,6.647331044,9.498017139
ENSG00000123066.7_3,MED13L,chr12:116391677-116715143,-,protein_coding,FPKM,GSE158578,6.764980876,6.198643847,7.840217097,8.266011808,5.459732041,4.537905237,7.798720887,8.649756915
ENSG00000123080.10_2,CDKN2C,chr1:51426417-51440305,+,protein_coding,FPKM,GSE158579,1.24282109,0.871685639,1.107875577,1.231673777,1.829045501,1.693084245,1.661615682,1.19634409
ENSG00000123091.4_2,RNF11,chr1:51701943-51739127,+,protein_coding,FPKM,GSE158580,67.97979348,85.36848055,63.7050757,75.82455448,63.62105725,75.03328758,65.66671359,79.87824259
ENSG00000123094.15_3,RASSF8,chr12:26111962-26232825,+,protein_coding,FPKM,GSE158581,3.425950081,5.2565628,8.412673339,8.410519539,5.337788291,5.658340238,8.20219698,6.852328736
ENSG00000123095.5_2,BHLHE41,chr12:26272959-26278060,-,protein_coding,FPKM,GSE158582,4.93982102,1.905938342,2.904734358,1.903809258,7.022985427,6.411568292,3.199063371,3.153102008
ENSG00000123096.11_3,SSPN,chr12:26274924-26452223,+,protein_coding,FPKM,GSE158583,0.695564549,0.570278967,1.073703782,0.092835174,1.25032071,1.367272435,0.499998228,0.658364076
ENSG00000123104.11_3,ITPR2,chr12:26489448-26986131,-,protein_coding,FPKM,GSE158584,2.749932527,0.921419155,3.687584397,1.063541228,1.582144223,1.8646896,3.661673409,3.262884489
ENSG00000123106.10_3,CCDC91,chr12:28286182-28734444,+,protein_coding,FPKM,GSE158585,1.993679464,2.267076991,3.250984053,2.09608053,2.64158975,3.153100713,1.807071939,2.86352531
ENSG00000123124.13_2,WWP1,chr8:87354967-87490649,+,protein_coding,FPKM,GSE158586,13.11441987,10.37321388,11.45741183,8.334455049,12.62020596,13.91243523,11.88470785,12.93511563
ENSG00000123130.16_3,ACOT9,chrX:23720370-23784592,-,protein_coding,FPKM,GSE158587,2.588128084,1.64222018,3.135432416,2.559356838,3.617242618,3.442448432,3.648825654,3.01929078
ENSG00000123131.12_2,PRDX4,chrX:23682379-23704516,+,protein_coding,FPKM,GSE158588,12.43917971,13.47043074,31.9343786,25.09856802,20.83210874,26.46928035,14.90039421,18.20867634
ENSG00000123136.14_2,DDX39A,chr19:14519631-14530195,-,protein_coding,FPKM,GSE158589,6.002175624,5.439652225,6.874260303,6.508639279,7.892226047,5.844658445,5.42388237,6.012674305
ENSG00000123143.12_3,PKN1,chr19:14543865-14582679,+,protein_coding,FPKM,GSE158590,7.156265142,5.24057717,12.62249686,6.87864211,9.070550904,9.34966346,8.470321185,6.473164156
ENSG00000123144.10_3,TRIR,chr19:12841454-12845589,-,protein_coding,FPKM,GSE158591,65.55244451,69.77232972,52.89237697,68.21307519,53.21223444,70.09794383,53.72186782,67.74300223
ENSG00000123146.19_3,ADGRE5,chr19:14491313-14519537,+,protein_coding,FPKM,GSE158592,6.684763018,6.013790809,10.70023403,8.123819956,6.978428104,27.78713256,9.946719105,9.625431308
ENSG00000123154.11_3,WDR83,chr19:12777614-12786646,+,protein_coding,FPKM,GSE158593,2.4424916,1.534133233,1.941313883,1.48065416,1.318325629,1.198879,1.234964468,1.387892502
ENSG00000123159.15_3,GIPC1,chr19:14588572-14606961,-,protein_coding,FPKM,GSE158594,14.26244892,16.12162939,16.45307045,13.97960911,17.11741004,13.45656601,19.24191277,16.74292933
ENSG00000123178.14_2,SPRYD7,chr13:50486842-50510626,-,protein_coding,FPKM,GSE158595,7.171830605,4.640029962,3.997232822,6.590892493,4.721745763,8.782133009,4.907461682,9.902904501
ENSG00000123179.13_2,EBPL,chr13:50234859-50265611,-,protein_coding,FPKM,GSE158596,2.425883933,2.333604057,3.165413467,3.311327975,2.579003463,2.884859671,5.990783561,2.056554572
ENSG00000123191.14_4,ATP7B,chr13:52504572-52586261,-,protein_coding,FPKM,GSE158597,2.436617817,1.5221795,1.581367722,1.932442117,1.849912337,2.793863004,1.560662839,1.600100686
ENSG00000123200.16_4,ZC3H13,chr13:46528600-46626894,-,protein_coding,FPKM,GSE158598,12.29128416,11.11584836,13.14970078,12.42557835,16.42565891,14.84034279,13.97689475,14.22927582
ENSG00000123213.22_3,NLN,chr5:65018023-65167553,+,protein_coding,FPKM,GSE158599,0.620303548,0.23437438,0.975349167,0.419343343,0.386778964,0.770990942,0.991974738,0.653551445
ENSG00000123219.12_3,CENPK,chr5:64813593-64858998,-,protein_coding,FPKM,GSE158600,0.520656999,0.79463536,1.129707148,0.601868943,1.251681398,0.960959378,0.471817397,0.422595654
ENSG00000123240.16_3,OPTN,chr10:13141449-13180308,+,protein_coding,FPKM,GSE158601,9.905664397,8.108452413,8.063050219,5.414315251,9.88169256,9.729885844,9.134690668,8.256561533
ENSG00000123243.14_3,ITIH5,chr10:7601232-7708961,-,protein_coding,FPKM,GSE158602,25.77436777,25.54786188,30.69119238,30.2105763,24.81570624,28.57015288,27.80532266,27.54923067
ENSG00000123268.8_3,ATF1,chr12:51157493-51214905,+,protein_coding,FPKM,GSE158603,14.52732971,15.21694633,14.72267518,12.22874907,12.35863601,14.44532942,12.82595778,16.51544665
ENSG00000123297.17_3,TSFM,chr12:58176372-58201854,+,protein_coding,FPKM,GSE158604,3.946113723,3.95263568,5.426335739,4.045799606,4.479378078,5.015074315,4.549615134,4.106254344
ENSG00000123329.17_4,ARHGAP9,chr12:57866038-57882597,-,protein_coding,FPKM,GSE158605,1.452744193,0.938903865,1.026412905,2.024608875,1.060574706,0.923197012,1.200686775,0.6882017
ENSG00000123338.12_2,NCKAP1L,chr12:54891495-54942022,+,protein_coding,FPKM,GSE158606,1.991363216,1.206825145,2.472778867,0.879945436,2.37676343,1.923157418,2.103141022,2.113017695
ENSG00000123342.15_2,MMP19,chr12:56229217-56236750,-,protein_coding,FPKM,GSE158607,1.565854282,0.939032159,1.711421851,2.385289254,1.491184454,2.835829843,3.123031826,1.903967436
ENSG00000123349.13_3,PFDN5,chr12:53689075-53693234,+,protein_coding,FPKM,GSE158608,27.18464058,29.90423888,32.58882544,27.60715155,38.1962645,31.79132209,30.71660482,28.0228719
ENSG00000123352.17_3,SPATS2,chr12:49760367-49921207,+,protein_coding,FPKM,GSE158609,1.019076509,0.378176044,1.079713851,0.905948325,0.98656841,0.917572924,1.375220876,0.800575138
ENSG00000123353.9_2,ORMDL2,chr12:56211703-56215663,+,protein_coding,FPKM,GSE158610,8.594748901,7.958407567,7.504539346,8.191312873,6.876356527,7.076838979,7.585025996,7.890826772
ENSG00000123358.19_3,NR4A1,chr12:52416616-52453291,+,protein_coding,FPKM,GSE158611,0.764874178,0.769707847,0.740695079,0.7118607,5.167598124,1.836053022,0.937416503,0.639519927
ENSG00000123374.10_2,CDK2,chr12:56360553-56366568,+,protein_coding,FPKM,GSE158612,14.03561739,11.23550737,13.63182143,13.37388018,21.54897631,14.62617301,10.02042639,14.56818373
ENSG00000123384.13_3,LRP1,chr12:57522276-57607134,+,protein_coding,FPKM,GSE158613,20.29189763,17.11742629,18.32855156,15.98815149,16.61996693,20.79115247,14.1051488,14.85492919
ENSG00000123395.14_2,ATG101,chr12:52463030-52471278,+,protein_coding,FPKM,GSE158614,5.851129534,7.537100531,6.190446971,6.830357793,6.138741449,6.745936891,6.373145607,6.314619007
ENSG00000123405.13_2,NFE2,chr12:54685895-54694905,-,protein_coding,FPKM,GSE158615,3.737578076,4.306050301,3.970908073,4.962841372,2.657887202,1.597948227,3.310133693,2.490637484
ENSG00000123411.14_3,IKZF4,chr12:56401443-56432219,+,protein_coding,FPKM,GSE158616,0.617592812,0.132994491,0.561903617,0.744386008,1.966474322,0.843068446,1.300550147,1.044264363
ENSG00000123415.15_3,SMUG1,chr12:54515061-54582792,-,protein_coding,FPKM,GSE158617,2.150250453,4.067522553,3.565046071,2.81746074,3.660438269,2.99115734,4.175358215,2.626043076
ENSG00000123416.15_3,TUBA1B,chr12:49521565-49525180,-,protein_coding,FPKM,GSE158618,54.21145105,58.4630079,61.09543486,43.60679763,66.86047566,74.43211824,57.02896019,50.61421051
ENSG00000123427.16_4,EEF1AKMT3,chr12:58165275-58176324,+,protein_coding,FPKM,GSE158619,0.814080629,1.016396911,0.919162322,0.575098555,1.519424573,1.107479286,1.24623855,1.156628517
ENSG00000123444.13_3,KBTBD4,chr11:47593749-47600567,-,protein_coding,FPKM,GSE158620,4.818205114,3.172623146,4.254385909,3.683335462,3.506366181,3.512879348,4.207997491,3.817498527
ENSG00000123454.10_2,DBH,chr9:136501482-136524466,+,protein_coding,FPKM,GSE158621,0.304284872,0.173752115,0.186887361,0.762871897,0.787348039,0.825158354,0.704838901,0.58285505
ENSG00000123472.12_3,ATPAF1,chr1:47098409-47139539,-,protein_coding,FPKM,GSE158622,5.035608868,4.41628829,4.71352302,5.358252702,4.785387727,5.845506761,5.034936825,5.42778543
ENSG00000123485.11_3,HJURP,chr2:234742062-234763212,-,protein_coding,FPKM,GSE158623,0.608086271,0.96064575,0.940150891,0.429039286,0.944511877,1.355143212,0.515634333,0.348573953
ENSG00000123496.7_2,IL13RA2,chrX:114238538-114254540,-,protein_coding,FPKM,GSE158624,1.239227471,0.450600427,0.303362504,2.314058868,0.503763765,0.563758389,5.109707679,1.589591026
ENSG00000123505.15_3,AMD1,chr6:111195973-111216916,+,protein_coding,FPKM,GSE158625,22.1453037,22.72060745,35.154061,21.16958045,13.47725014,15.55222974,19.74832829,17.68317605
